,Unnamed: 0,year,dur_stay,mode,purpose
1586,1586,2017,1-3  nights,Tunnel,Holiday
1587,1587,2017,4-7  nights,Air,Holiday
1588,1588,2017,4-7  nights,Air,Business
1589,1589,2017,4-7  nights,Air,VFR
1590,1590,2017,8-14 nights,Air,Holiday
1591,1591,2017,8-14 nights,Air,Business
1592,1592,2017,8-14 nights,Air,VFR
1593,1593,2017,8-14 nights,Air,Miscellaneous
1594,1594,2017,15+  nights,Air,VFR
1595,1595,2017,15+  nights,Tunnel,VFR
1596,1596,2017,1-3  nights,Air,Holiday
1597,1597,2017,1-3  nights,Air,Business
1598,1598,2017,1-3  nights,Sea,Holiday
1599,1599,2017,1-3  nights,Sea,VFR
1600,1600,2017,1-3  nights,Sea,Miscellaneous
1601,1601,2017,1-3  nights,Tunnel,Holiday
1602,1602,2017,1-3  nights,Tunnel,Business
1603,1603,2017,1-3  nights,Tunnel,VFR
1604,1604,2017,1-3  nights,Tunnel,Miscellaneous
1605,1605,2017,4-7  nights,Air,Holiday
1606,1606,2017,4-7  nights,Air,VFR
1607,1607,2017,4-7  nights,Sea,Holiday
1608,1608,2017,4-7  nights,Sea,VFR
1609,1609,2017,4-7  nights,Tunnel,Holiday
1610,1610,2017,4-7  nights,Tunnel,Business
1611,1611,2017,4-7  nights,Tunnel,VFR
1612,1612,2017,8-14 nights,Air,Business
1613,1613,2017,8-14 nights,Tunnel,Holiday
1614,1614,2017,8-14 nights,Tunnel,Business
1615,1615,2017,15+  nights,Tunnel,VFR
1616,1616,2017,1-3  nights,Air,Holiday
1617,1617,2017,1-3  nights,Air,VFR
1618,1618,2017,1-3  nights,Air,Miscellaneous
1619,1619,2017,1-3  nights,Tunnel,Holiday
1620,1620,2017,1-3  nights,Tunnel,Business
1621,1621,2017,1-3  nights,Air,Holiday
1622,1622,2017,1-3  nights,Air,Business
1623,1623,2017,1-3  nights,Air,VFR
1624,1624,2017,1-3  nights,Air,Miscellaneous
1625,1625,2017,1-3  nights,Sea,Holiday
1626,1626,2017,1-3  nights,Sea,Business
1627,1627,2017,1-3  nights,Sea,VFR
1628,1628,2017,1-3  nights,Tunnel,Holiday
1629,1629,2017,1-3  nights,Tunnel,Business
1630,1630,2017,1-3  nights,Tunnel,VFR
1631,1631,2017,4-7  nights,Air,Holiday
1632,1632,2017,4-7  nights,Air,Business
1633,1633,2017,4-7  nights,Air,VFR
1634,1634,2017,4-7  nights,Sea,Holiday
1635,1635,2017,4-7  nights,Sea,VFR
1636,1636,2017,4-7  nights,Tunnel,Holiday
1637,1637,2017,4-7  nights,Tunnel,Business
1638,1638,2017,4-7  nights,Tunnel,VFR
1639,1639,2017,8-14 nights,Air,Holiday
1640,1640,2017,8-14 nights,Air,VFR
1641,1641,2017,8-14 nights,Air,Study
1642,1642,2017,8-14 nights,Sea,Holiday
1643,1643,2017,8-14 nights,Tunnel,Holiday
1644,1644,2017,8-14 nights,Tunnel,VFR
1645,1645,2017,8-14 nights,Tunnel,Study
1646,1646,2017,8-14 nights,Tunnel,Miscellaneous
1647,1647,2017,15+  nights,Air,Holiday
1648,1648,2017,15+  nights,Air,Business
1649,1649,2017,15+  nights,Air,Study
1650,1650,2017,15+  nights,Air,Miscellaneous
1651,1651,2017,15+  nights,Sea,Holiday
1652,1652,2017,15+  nights,Tunnel,Holiday
1653,1653,2017,15+  nights,Tunnel,Business
1654,1654,2017,15+  nights,Tunnel,VFR
1655,1655,2017,1-3  nights,Air,Holiday
1656,1656,2017,1-3  nights,Air,Business
1657,1657,2017,1-3  nights,Air,VFR
1658,1658,2017,1-3  nights,Air,Miscellaneous
1659,1659,2017,1-3  nights,Sea,Holiday
1660,1660,2017,1-3  nights,Sea,Business
1661,1661,2017,1-3  nights,Sea,Miscellaneous
1662,1662,2017,1-3  nights,Tunnel,Holiday
1663,1663,2017,1-3  nights,Tunnel,Business
1664,1664,2017,1-3  nights,Tunnel,VFR
1665,1665,2017,1-3  nights,Tunnel,Miscellaneous
1666,1666,2017,4-7  nights,Air,Holiday
1667,1667,2017,4-7  nights,Air,Business
1668,1668,2017,4-7  nights,Air,VFR
1669,1669,2017,4-7  nights,Air,Miscellaneous
1670,1670,2017,4-7  nights,Sea,Holiday
1671,1671,2017,4-7  nights,Sea,Business
1672,1672,2017,4-7  nights,Tunnel,Holiday
1673,1673,2017,4-7  nights,Tunnel,VFR
1674,1674,2017,4-7  nights,Tunnel,Miscellaneous
1675,1675,2017,8-14 nights,Air,Holiday
1676,1676,2017,8-14 nights,Air,Business
1677,1677,2017,8-14 nights,Air,VFR
1678,1678,2017,8-14 nights,Sea,Holiday
1679,1679,2017,8-14 nights,Sea,Business
1680,1680,2017,8-14 nights,Sea,VFR
1681,1681,2017,15+  nights,Air,Holiday
1682,1682,2017,15+  nights,Air,Business
1683,1683,2017,15+  nights,Air,VFR
1684,1684,2017,15+  nights,Sea,Holiday
1685,1685,2017,15+  nights,Sea,VFR
1686,1686,2017,15+  nights,Sea,Study
1687,1687,2017,15+  nights,Tunnel,Holiday
1688,1688,2017,1-3  nights,Air,Holiday
1689,1689,2017,1-3  nights,Air,Business
1690,1690,2017,1-3  nights,Air,VFR
1691,1691,2017,1-3  nights,Air,Miscellaneous
1692,1692,2017,1-3  nights,Tunnel,Holiday
1693,1693,2017,4-7  nights,Air,Holiday
1694,1694,2017,4-7  nights,Air,Business
1695,1695,2017,4-7  nights,Air,VFR
1696,1696,2017,4-7  nights,Air,Miscellaneous
1697,1697,2017,4-7  nights,Sea,Holiday
1698,1698,2017,4-7  nights,Tunnel,Holiday
1699,1699,2017,8-14 nights,Air,Holiday
1700,1700,2017,8-14 nights,Air,Business
1701,1701,2017,8-14 nights,Air,VFR
1702,1702,2017,8-14 nights,Air,Study
1703,1703,2017,8-14 nights,Sea,VFR
1704,1704,2017,8-14 nights,Tunnel,Holiday
1705,1705,2017,15+  nights,Air,Holiday
1706,1706,2017,15+  nights,Air,Business
1707,1707,2017,15+  nights,Air,VFR
1708,1708,2017,15+  nights,Air,Study
1709,1709,2017,15+  nights,Air,Miscellaneous
1710,1710,2017,15+  nights,Sea,Holiday
1711,1711,2017,15+  nights,Tunnel,Business
1712,1712,2017,1-3  nights,Air,Holiday
1713,1713,2017,1-3  nights,Air,Business
1714,1714,2017,1-3  nights,Air,VFR
1715,1715,2017,1-3  nights,Air,Miscellaneous
1716,1716,2017,1-3  nights,Sea,Holiday
1717,1717,2017,1-3  nights,Sea,VFR
1718,1718,2017,1-3  nights,Tunnel,Holiday
1719,1719,2017,1-3  nights,Tunnel,Business
1720,1720,2017,1-3  nights,Tunnel,VFR
1721,1721,2017,4-7  nights,Air,Holiday
1722,1722,2017,4-7  nights,Air,Business
1723,1723,2017,4-7  nights,Air,VFR
1724,1724,2017,4-7  nights,Air,Study
1725,1725,2017,4-7  nights,Air,Miscellaneous
1726,1726,2017,4-7  nights,Sea,Holiday
1727,1727,2017,4-7  nights,Sea,VFR
1728,1728,2017,4-7  nights,Tunnel,Holiday
1729,1729,2017,4-7  nights,Tunnel,VFR
1730,1730,2017,8-14 nights,Air,Holiday
1731,1731,2017,8-14 nights,Air,Business
1732,1732,2017,8-14 nights,Air,VFR
1733,1733,2017,8-14 nights,Sea,Holiday
1734,1734,2017,8-14 nights,Sea,VFR
1735,1735,2017,15+  nights,Air,Holiday
1736,1736,2017,15+  nights,Air,Study
1737,1737,2017,15+  nights,Sea,Holiday
1738,1738,2017,1-3  nights,Air,Holiday
1739,1739,2017,1-3  nights,Air,Business
1740,1740,2017,1-3  nights,Air,VFR
1741,1741,2017,1-3  nights,Air,Miscellaneous
1742,1742,2017,1-3  nights,Sea,Business
1743,1743,2017,1-3  nights,Tunnel,Holiday
1744,1744,2017,4-7  nights,Air,Holiday
1745,1745,2017,4-7  nights,Air,Business
1746,1746,2017,4-7  nights,Air,VFR
1747,1747,2017,4-7  nights,Sea,Holiday
1748,1748,2017,8-14 nights,Air,Holiday
1749,1749,2017,8-14 nights,Air,VFR
1750,1750,2017,8-14 nights,Sea,Holiday
1751,1751,2017,15+  nights,Air,VFR
1752,1752,2017,15+  nights,Air,Study
1753,1753,2017,1-3  nights,Air,Holiday
1754,1754,2017,1-3  nights,Air,Business
1755,1755,2017,1-3  nights,Air,VFR
1756,1756,2017,1-3  nights,Air,Miscellaneous
1757,1757,2017,4-7  nights,Air,Holiday
1758,1758,2017,4-7  nights,Air,Business
1759,1759,2017,4-7  nights,Air,VFR
1760,1760,2017,4-7  nights,Sea,Business
1761,1761,2017,8-14 nights,Air,Holiday
1762,1762,2017,8-14 nights,Sea,Holiday
1763,1763,2017,1-3  nights,Air,Holiday
1764,1764,2017,1-3  nights,Air,Business
1765,1765,2017,1-3  nights,Air,VFR
1766,1766,2017,1-3  nights,Air,Miscellaneous
1767,1767,2017,1-3  nights,Sea,Business
1768,1768,2017,1-3  nights,Sea,VFR
1769,1769,2017,1-3  nights,Tunnel,Holiday
1770,1770,2017,1-3  nights,Tunnel,VFR
1771,1771,2017,4-7  nights,Air,Holiday
1772,1772,2017,4-7  nights,Air,Business
1773,1773,2017,4-7  nights,Air,VFR
1774,1774,2017,4-7  nights,Air,Miscellaneous
1775,1775,2017,4-7  nights,Sea,Holiday
1776,1776,2017,4-7  nights,Tunnel,VFR
1777,1777,2017,8-14 nights,Air,Holiday
1778,1778,2017,8-14 nights,Air,VFR
1779,1779,2017,8-14 nights,Air,Study
1780,1780,2017,15+  nights,Air,Holiday
1781,1781,2017,15+  nights,Air,Business
1782,1782,2017,15+  nights,Air,VFR
1783,1783,2017,15+  nights,Air,Study
1784,1784,2017,15+  nights,Sea,Holiday
1785,1785,2017,1-3  nights,Air,Holiday
1786,1786,2017,1-3  nights,Air,Business
1787,1787,2017,1-3  nights,Air,Miscellaneous
1788,1788,2017,1-3  nights,Sea,Business
1789,1789,2017,1-3  nights,Tunnel,Holiday
1790,1790,2017,4-7  nights,Air,Holiday
1791,1791,2017,4-7  nights,Air,VFR
1792,1792,2017,4-7  nights,Air,Miscellaneous
1793,1793,2017,4-7  nights,Sea,Holiday
1794,1794,2017,8-14 nights,Air,Holiday
1795,1795,2017,8-14 nights,Air,VFR
1796,1796,2017,15+  nights,Air,Holiday
1797,1797,2017,15+  nights,Air,VFR
1798,1798,2017,15+  nights,Air,Study
1799,1799,2017,1-3  nights,Air,Holiday
1800,1800,2017,1-3  nights,Air,Business
1801,1801,2017,1-3  nights,Air,VFR
1802,1802,2017,1-3  nights,Air,Miscellaneous
1803,1803,2017,1-3  nights,Sea,Business
1804,1804,2017,4-7  nights,Air,Holiday
1805,1805,2017,4-7  nights,Air,Business
1806,1806,2017,4-7  nights,Air,VFR
1807,1807,2017,4-7  nights,Air,Miscellaneous
1808,1808,2017,8-14 nights,Air,Holiday
1809,1809,2017,8-14 nights,Tunnel,Holiday
1810,1810,2017,15+  nights,Air,Holiday
1811,1811,2017,1-3  nights,Air,Holiday
1812,1812,2017,1-3  nights,Air,Business
1813,1813,2017,1-3  nights,Air,VFR
1814,1814,2017,1-3  nights,Air,Miscellaneous
1815,1815,2017,1-3  nights,Sea,Holiday
1816,1816,2017,4-7  nights,Air,Holiday
1817,1817,2017,4-7  nights,Air,Business
1818,1818,2017,4-7  nights,Air,VFR
1819,1819,2017,4-7  nights,Air,Miscellaneous
1820,1820,2017,8-14 nights,Air,Holiday
1821,1821,2017,8-14 nights,Air,VFR
1822,1822,2017,15+  nights,Air,Holiday
1823,1823,2017,15+  nights,Air,VFR
1824,1824,2017,15+  nights,Air,Study
1825,1825,2017,1-3  nights,Air,Holiday
1826,1826,2017,1-3  nights,Air,Business
1827,1827,2017,1-3  nights,Air,VFR
1828,1828,2017,1-3  nights,Air,Miscellaneous
1829,1829,2017,1-3  nights,Sea,Miscellaneous
1830,1830,2017,4-7  nights,Air,Holiday
1831,1831,2017,4-7  nights,Air,VFR
1832,1832,2017,4-7  nights,Air,Miscellaneous
1833,1833,2017,8-14 nights,Air,Holiday
1834,1834,2017,8-14 nights,Air,Business
1835,1835,2017,8-14 nights,Air,VFR
1836,1836,2017,15+  nights,Air,Business
1837,1837,2017,1-3  nights,Air,Holiday
1838,1838,2017,1-3  nights,Air,Business
1839,1839,2017,1-3  nights,Air,VFR
1840,1840,2017,1-3  nights,Air,Miscellaneous
1841,1841,2017,1-3  nights,Sea,Business
1842,1842,2017,1-3  nights,Sea,VFR
1843,1843,2017,1-3  nights,Sea,Miscellaneous
1844,1844,2017,1-3  nights,Tunnel,Miscellaneous
1845,1845,2017,4-7  nights,Air,Holiday
1846,1846,2017,4-7  nights,Air,Business
1847,1847,2017,4-7  nights,Air,VFR
1848,1848,2017,4-7  nights,Sea,Holiday
1849,1849,2017,4-7  nights,Sea,VFR
1850,1850,2017,4-7  nights,Sea,Miscellaneous
1851,1851,2017,8-14 nights,Air,Holiday
1852,1852,2017,8-14 nights,Air,Business
1853,1853,2017,8-14 nights,Air,VFR
1854,1854,2017,8-14 nights,Sea,Holiday
1855,1855,2017,15+  nights,Air,Holiday
1856,1856,2017,15+  nights,Air,Business
1857,1857,2017,15+  nights,Air,VFR
1858,1858,2017,15+  nights,Sea,VFR
1859,1859,2017,1-3  nights,Air,Holiday
1860,1860,2017,1-3  nights,Air,Business
1861,1861,2017,1-3  nights,Air,Miscellaneous
1862,1862,2017,4-7  nights,Air,Holiday
1863,1863,2017,4-7  nights,Air,VFR
1864,1864,2017,4-7  nights,Tunnel,Business
1865,1865,2017,8-14 nights,Air,Holiday
1866,1866,2017,8-14 nights,Air,VFR
1867,1867,2017,15+  nights,Air,Holiday
1868,1868,2017,15+  nights,Air,VFR
1869,1869,2017,1-3  nights,Air,Holiday
1870,1870,2017,1-3  nights,Air,Business
1871,1871,2017,1-3  nights,Air,VFR
1872,1872,2017,1-3  nights,Air,Miscellaneous
1873,1873,2017,1-3  nights,Tunnel,Business
1874,1874,2017,1-3  nights,Tunnel,VFR
1875,1875,2017,4-7  nights,Air,Holiday
1876,1876,2017,4-7  nights,Air,Business
1877,1877,2017,4-7  nights,Air,VFR
1878,1878,2017,4-7  nights,Sea,Holiday
1879,1879,2017,4-7  nights,Tunnel,Holiday
1880,1880,2017,8-14 nights,Air,Holiday
1881,1881,2017,8-14 nights,Air,VFR
1882,1882,2017,8-14 nights,Tunnel,Holiday
1883,1883,2017,15+  nights,Air,Holiday
1884,1884,2017,15+  nights,Air,VFR
1885,1885,2017,15+  nights,Sea,Holiday
1886,1886,2017,1-3  nights,Air,Holiday
1887,1887,2017,1-3  nights,Air,Business
1888,1888,2017,1-3  nights,Air,VFR
1889,1889,2017,1-3  nights,Air,Miscellaneous
1890,1890,2017,4-7  nights,Air,Holiday
1891,1891,2017,4-7  nights,Air,VFR
1892,1892,2017,8-14 nights,Air,Holiday
1893,1893,2017,8-14 nights,Air,Business
1894,1894,2017,1-3  nights,Air,VFR
1895,1895,2017,1-3  nights,Tunnel,Holiday
1896,1896,2017,1-3  nights,Tunnel,VFR
1897,1897,2017,4-7  nights,Air,Holiday
1898,1898,2017,4-7  nights,Air,Study
1899,1899,2017,8-14 nights,Air,Holiday
1900,1900,2017,1-3  nights,Air,Holiday
1901,1901,2017,1-3  nights,Air,Business
1902,1902,2017,1-3  nights,Air,VFR
1903,1903,2017,1-3  nights,Air,Miscellaneous
1904,1904,2017,1-3  nights,Sea,Business
1905,1905,2017,4-7  nights,Air,Holiday
1906,1906,2017,4-7  nights,Air,Business
1907,1907,2017,4-7  nights,Air,VFR
1908,1908,2017,4-7  nights,Air,Miscellaneous
1909,1909,2017,4-7  nights,Sea,Holiday
1910,1910,2017,4-7  nights,Sea,Business
1911,1911,2017,4-7  nights,Tunnel,Holiday
1912,1912,2017,8-14 nights,Air,VFR
1913,1913,2017,15+  nights,Air,Business
1914,1914,2017,1-3  nights,Air,Holiday
1915,1915,2017,1-3  nights,Air,Business
1916,1916,2017,1-3  nights,Air,VFR
1917,1917,2017,1-3  nights,Air,Miscellaneous
1918,1918,2017,1-3  nights,Sea,Business
1919,1919,2017,1-3  nights,Tunnel,VFR
1920,1920,2017,4-7  nights,Air,Holiday
1921,1921,2017,4-7  nights,Air,Business
1922,1922,2017,4-7  nights,Air,VFR
1923,1923,2017,4-7  nights,Air,Miscellaneous
1924,1924,2017,4-7  nights,Sea,Holiday
1925,1925,2017,4-7  nights,Sea,VFR
1926,1926,2017,4-7  nights,Tunnel,Holiday
1927,1927,2017,4-7  nights,Tunnel,VFR
1928,1928,2017,8-14 nights,Air,Holiday
1929,1929,2017,8-14 nights,Air,Business
1930,1930,2017,8-14 nights,Air,VFR
1931,1931,2017,8-14 nights,Sea,Business
1932,1932,2017,8-14 nights,Sea,VFR
1933,1933,2017,8-14 nights,Tunnel,VFR
1934,1934,2017,15+  nights,Air,Holiday
1935,1935,2017,15+  nights,Air,Business
1936,1936,2017,15+  nights,Air,VFR
1937,1937,2017,15+  nights,Air,Study
1938,1938,2017,15+  nights,Sea,Business
1939,1939,2017,15+  nights,Tunnel,VFR
1940,1940,2017,4-7  nights,Air,Business
1941,1941,2017,4-7  nights,Air,VFR
1942,1942,2017,1-3  nights,Air,Holiday
1943,1943,2017,1-3  nights,Air,Business
1944,1944,2017,1-3  nights,Air,VFR
1945,1945,2017,1-3  nights,Sea,Business
1946,1946,2017,4-7  nights,Air,Holiday
1947,1947,2017,4-7  nights,Air,Business
1948,1948,2017,4-7  nights,Air,VFR
1949,1949,2017,4-7  nights,Sea,Business
1950,1950,2017,8-14 nights,Air,Holiday
1951,1951,2017,8-14 nights,Air,VFR
1952,1952,2017,15+  nights,Air,VFR
1953,1953,2017,15+  nights,Air,Study
1954,1954,2017,1-3  nights,Air,Holiday
1955,1955,2017,1-3  nights,Air,Business
1956,1956,2017,1-3  nights,Air,VFR
1957,1957,2017,1-3  nights,Air,Miscellaneous
1958,1958,2017,1-3  nights,Sea,Holiday
1959,1959,2017,1-3  nights,Sea,Business
1960,1960,2017,1-3  nights,Tunnel,Holiday
1961,1961,2017,1-3  nights,Tunnel,Business
1962,1962,2017,1-3  nights,Tunnel,VFR
1963,1963,2017,4-7  nights,Air,Holiday
1964,1964,2017,4-7  nights,Air,Business
1965,1965,2017,4-7  nights,Air,VFR
1966,1966,2017,4-7  nights,Air,Miscellaneous
1967,1967,2017,4-7  nights,Sea,Holiday
1968,1968,2017,4-7  nights,Sea,VFR
1969,1969,2017,4-7  nights,Tunnel,Holiday
1970,1970,2017,8-14 nights,Air,Holiday
1971,1971,2017,8-14 nights,Air,VFR
1972,1972,2017,8-14 nights,Sea,Holiday
1973,1973,2017,15+  nights,Air,Holiday
1974,1974,2017,15+  nights,Air,Business
1975,1975,2017,15+  nights,Air,VFR
1976,1976,2017,15+  nights,Air,Miscellaneous
1977,1977,2017,1-3  nights,Air,Holiday
1978,1978,2017,1-3  nights,Air,Business
1979,1979,2017,1-3  nights,Air,VFR
1980,1980,2017,1-3  nights,Sea,VFR
1981,1981,2017,4-7  nights,Air,Holiday
1982,1982,2017,4-7  nights,Air,VFR
1983,1983,2017,4-7  nights,Sea,Business
1984,1984,2017,4-7  nights,Tunnel,Holiday
1985,1985,2017,8-14 nights,Air,Business
1986,1986,2017,8-14 nights,Air,VFR
1987,1987,2017,8-14 nights,Tunnel,Holiday
1988,1988,2017,15+  nights,Air,Holiday
1989,1989,2017,15+  nights,Air,VFR
1990,1990,2017,1-3  nights,Air,Holiday
1991,1991,2017,1-3  nights,Air,Business
1992,1992,2017,1-3  nights,Air,VFR
1993,1993,2017,1-3  nights,Air,Miscellaneous
1994,1994,2017,4-7  nights,Air,Holiday
1995,1995,2017,4-7  nights,Air,Business
1996,1996,2017,4-7  nights,Tunnel,Holiday
1997,1997,2017,8-14 nights,Air,Holiday
1998,1998,2017,8-14 nights,Air,Business
1999,1999,2017,8-14 nights,Air,VFR
2000,2000,2017,8-14 nights,Air,Study
2001,2001,2017,8-14 nights,Air,Miscellaneous
2002,2002,2017,15+  nights,Air,VFR
2003,2003,2017,15+  nights,Air,Study
2004,2004,2017,1-3  nights,Air,Business
2005,2005,2017,1-3  nights,Air,VFR
2006,2006,2017,1-3  nights,Air,Miscellaneous
2007,2007,2017,1-3  nights,Tunnel,Holiday
2008,2008,2017,4-7  nights,Air,Holiday
2009,2009,2017,4-7  nights,Air,Business
2010,2010,2017,4-7  nights,Air,VFR
2011,2011,2017,4-7  nights,Air,Miscellaneous
2012,2012,2017,8-14 nights,Air,Holiday
2013,2013,2017,8-14 nights,Air,VFR
2014,2014,2017,15+  nights,Air,Holiday
2015,2015,2017,15+  nights,Air,VFR
2016,2016,2017,15+  nights,Air,Miscellaneous
2017,2017,2017,1-3  nights,Air,Holiday
2018,2018,2017,1-3  nights,Air,Business
2019,2019,2017,1-3  nights,Air,VFR
2020,2020,2017,1-3  nights,Air,Miscellaneous
2021,2021,2017,1-3  nights,Sea,Business
2022,2022,2017,4-7  nights,Air,Holiday
2023,2023,2017,4-7  nights,Air,VFR
2024,2024,2017,4-7  nights,Air,Miscellaneous
2025,2025,2017,4-7  nights,Sea,VFR
2026,2026,2017,8-14 nights,Air,Holiday
2027,2027,2017,8-14 nights,Air,Business
2028,2028,2017,8-14 nights,Air,VFR
2029,2029,2017,15+  nights,Air,Holiday
2030,2030,2017,15+  nights,Air,VFR
2031,2031,2017,15+  nights,Sea,Miscellaneous
2032,2032,2017,1-3  nights,Air,Holiday
2033,2033,2017,1-3  nights,Air,Business
2034,2034,2017,1-3  nights,Air,VFR
2035,2035,2017,1-3  nights,Air,Miscellaneous
2036,2036,2017,1-3  nights,Sea,Holiday
2037,2037,2017,1-3  nights,Sea,Business
2038,2038,2017,1-3  nights,Tunnel,Holiday
2039,2039,2017,1-3  nights,Tunnel,Business
2040,2040,2017,1-3  nights,Tunnel,VFR
2041,2041,2017,1-3  nights,Tunnel,Miscellaneous
2042,2042,2017,4-7  nights,Air,Holiday
2043,2043,2017,4-7  nights,Air,Business
2044,2044,2017,4-7  nights,Air,VFR
2045,2045,2017,4-7  nights,Air,Study
2046,2046,2017,4-7  nights,Air,Miscellaneous
2047,2047,2017,4-7  nights,Sea,Holiday
2048,2048,2017,4-7  nights,Tunnel,Holiday
2049,2049,2017,4-7  nights,Tunnel,VFR
2050,2050,2017,4-7  nights,Tunnel,Miscellaneous
2051,2051,2017,8-14 nights,Air,Holiday
2052,2052,2017,8-14 nights,Air,Business
2053,2053,2017,8-14 nights,Air,VFR
2054,2054,2017,8-14 nights,Air,Study
2055,2055,2017,8-14 nights,Air,Miscellaneous
2056,2056,2017,8-14 nights,Sea,Holiday
2057,2057,2017,8-14 nights,Sea,VFR
2058,2058,2017,8-14 nights,Tunnel,Holiday
2059,2059,2017,8-14 nights,Tunnel,VFR
2060,2060,2017,15+  nights,Air,Holiday
2061,2061,2017,15+  nights,Air,Business
2062,2062,2017,15+  nights,Air,VFR
2063,2063,2017,15+  nights,Air,Study
2064,2064,2017,15+  nights,Air,Miscellaneous
2065,2065,2017,15+  nights,Sea,Holiday
2066,2066,2017,15+  nights,Tunnel,Holiday
2067,2067,2017,15+  nights,Tunnel,Business
2068,2068,2017,15+  nights,Tunnel,VFR
2069,2069,2017,15+  nights,Tunnel,Study
2070,2070,2017,15+  nights,Tunnel,Miscellaneous
2071,2071,2017,1-3  nights,Air,Holiday
2072,2072,2017,1-3  nights,Air,Business
2073,2073,2017,1-3  nights,Air,VFR
2074,2074,2017,1-3  nights,Air,Miscellaneous
2075,2075,2017,1-3  nights,Tunnel,Holiday
2076,2076,2017,4-7  nights,Air,Holiday
2077,2077,2017,4-7  nights,Air,Business
2078,2078,2017,4-7  nights,Air,VFR
2079,2079,2017,4-7  nights,Air,Miscellaneous
2080,2080,2017,4-7  nights,Sea,Holiday
2081,2081,2017,8-14 nights,Air,Holiday
2082,2082,2017,8-14 nights,Air,Business
2083,2083,2017,8-14 nights,Air,VFR
2084,2084,2017,8-14 nights,Air,Miscellaneous
2085,2085,2017,8-14 nights,Sea,Holiday
2086,2086,2017,8-14 nights,Tunnel,Holiday
2087,2087,2017,15+  nights,Air,Holiday
2088,2088,2017,15+  nights,Air,VFR
2089,2089,2017,15+  nights,Tunnel,Holiday
2090,2090,2017,1-3  nights,Air,Holiday
2091,2091,2017,1-3  nights,Air,VFR
2092,2092,2017,1-3  nights,Air,Miscellaneous
2093,2093,2017,1-3  nights,Sea,Holiday
2094,2094,2017,1-3  nights,Sea,Business
2095,2095,2017,1-3  nights,Tunnel,Holiday
2096,2096,2017,4-7  nights,Air,Holiday
2097,2097,2017,4-7  nights,Air,Business
2098,2098,2017,4-7  nights,Air,VFR
2099,2099,2017,4-7  nights,Sea,Holiday
2100,2100,2017,4-7  nights,Tunnel,Holiday
2101,2101,2017,4-7  nights,Tunnel,VFR
2102,2102,2017,8-14 nights,Air,Holiday
2103,2103,2017,8-14 nights,Air,Miscellaneous
2104,2104,2017,15+  nights,Air,Holiday
2105,2105,2017,15+  nights,Air,VFR
2106,2106,2017,15+  nights,Air,Study
2107,2107,2017,1-3  nights,Air,Holiday
2108,2108,2017,1-3  nights,Air,Business
2109,2109,2017,1-3  nights,Sea,Holiday
2110,2110,2017,1-3  nights,Tunnel,Holiday
2111,2111,2017,4-7  nights,Air,Holiday
2112,2112,2017,4-7  nights,Air,Business
2113,2113,2017,4-7  nights,Sea,Holiday
2114,2114,2017,4-7  nights,Tunnel,Holiday
2115,2115,2017,4-7  nights,Tunnel,Business
2116,2116,2017,8-14 nights,Air,Holiday
2117,2117,2017,8-14 nights,Air,Business
2118,2118,2017,8-14 nights,Air,Study
2119,2119,2017,8-14 nights,Tunnel,Holiday
2120,2120,2017,15+  nights,Air,Holiday
2121,2121,2017,15+  nights,Air,VFR
2122,2122,2017,15+  nights,Air,Study
2123,2123,2017,15+  nights,Sea,Holiday
2124,2124,2017,15+  nights,Tunnel,Business
2125,2125,2017,1-3  nights,Air,Holiday
2126,2126,2017,1-3  nights,Air,VFR
2127,2127,2017,1-3  nights,Tunnel,Holiday
2128,2128,2017,1-3  nights,Tunnel,Business
2129,2129,2017,4-7  nights,Air,Holiday
2130,2130,2017,4-7  nights,Air,VFR
2131,2131,2017,4-7  nights,Tunnel,Holiday
2132,2132,2017,8-14 nights,Air,Holiday
2133,2133,2017,8-14 nights,Air,Business
2134,2134,2017,8-14 nights,Tunnel,Holiday
2135,2135,2017,15+  nights,Air,Holiday
2136,2136,2017,15+  nights,Air,Business
2137,2137,2017,15+  nights,Air,VFR
2138,2138,2017,1-3  nights,Air,Holiday
2139,2139,2017,1-3  nights,Tunnel,Holiday
2140,2140,2017,4-7  nights,Air,Holiday
2141,2141,2017,4-7  nights,Air,VFR
2142,2142,2017,4-7  nights,Tunnel,Holiday
2143,2143,2017,8-14 nights,Air,Holiday
2144,2144,2017,8-14 nights,Air,Business
2145,2145,2017,8-14 nights,Tunnel,Holiday
2146,2146,2017,15+  nights,Air,Holiday
2147,2147,2017,15+  nights,Air,VFR
2148,2148,2017,1-3  nights,Air,Holiday
2149,2149,2017,1-3  nights,Air,Business
2150,2150,2017,1-3  nights,Air,VFR
2151,2151,2017,1-3  nights,Air,Miscellaneous
2152,2152,2017,1-3  nights,Sea,Holiday
2153,2153,2017,1-3  nights,Tunnel,Holiday
2154,2154,2017,4-7  nights,Air,Holiday
2155,2155,2017,4-7  nights,Air,VFR
2156,2156,2017,4-7  nights,Air,Miscellaneous
2157,2157,2017,4-7  nights,Sea,VFR
2158,2158,2017,4-7  nights,Tunnel,Miscellaneous
2159,2159,2017,8-14 nights,Air,Holiday
2160,2160,2017,8-14 nights,Air,Business
2161,2161,2017,8-14 nights,Air,VFR
2162,2162,2017,8-14 nights,Tunnel,Holiday
2163,2163,2017,15+  nights,Air,Holiday
2164,2164,2017,15+  nights,Air,Business
