,year,Trip_Length_Days,Travel_Type,Reason_for_travel
1503,2017,8-14 nights,Air,Miscellaneous
1504,2017,15+  nights,Air,Business
1505,2017,15+  nights,Air,VFR
1506,2017,15+  nights,Air,Miscellaneous
1507,2017,1-3  nights,Air,Holiday
1508,2017,1-3  nights,Air,Business
1509,2017,1-3  nights,Air,VFR
1510,2017,1-3  nights,Air,Miscellaneous
1511,2017,1-3  nights,Sea,Holiday
1512,2017,1-3  nights,Tunnel,Holiday
1513,2017,1-3  nights,Tunnel,Business
1514,2017,4-7  nights,Air,Holiday
1515,2017,4-7  nights,Air,Business
1516,2017,4-7  nights,Air,VFR
1517,2017,4-7  nights,Air,Study
1518,2017,4-7  nights,Air,Miscellaneous
1519,2017,4-7  nights,Tunnel,Holiday
1520,2017,8-14 nights,Air,Holiday
1521,2017,8-14 nights,Air,Business
1522,2017,8-14 nights,Air,VFR
1523,2017,15+  nights,Air,Holiday
1524,2017,15+  nights,Air,Business
1525,2017,15+  nights,Air,VFR
1526,2017,15+  nights,Air,Study
1527,2017,1-3  nights,Air,Holiday
1528,2017,1-3  nights,Air,VFR
1529,2017,4-7  nights,Air,Holiday
1530,2017,4-7  nights,Air,Business
1531,2017,8-14 nights,Air,Holiday
1532,2017,8-14 nights,Air,VFR
1533,2017,15+  nights,Air,Holiday
1534,2017,15+  nights,Air,VFR
1535,2017,15+  nights,Air,Miscellaneous
1536,2017,1-3  nights,Air,Holiday
1537,2017,1-3  nights,Air,Business
1538,2017,1-3  nights,Air,VFR
1539,2017,1-3  nights,Air,Miscellaneous
1540,2017,4-7  nights,Air,Holiday
1541,2017,4-7  nights,Air,Business
1542,2017,4-7  nights,Air,VFR
1543,2017,8-14 nights,Air,Holiday
1544,2017,8-14 nights,Air,Business
1545,2017,8-14 nights,Air,VFR
1546,2017,8-14 nights,Air,Miscellaneous
1547,2017,15+  nights,Air,Holiday
1548,2017,15+  nights,Air,Business
1549,2017,15+  nights,Air,VFR
1550,2017,1-3  nights,Air,Holiday
1551,2017,1-3  nights,Air,Business
1552,2017,4-7  nights,Air,Holiday
1553,2017,4-7  nights,Air,Business
1554,2017,4-7  nights,Air,VFR
1555,2017,8-14 nights,Air,Holiday
1556,2017,8-14 nights,Air,Business
1557,2017,15+  nights,Air,VFR
1558,2017,1-3  nights,Air,Holiday
1559,2017,1-3  nights,Air,Business
1560,2017,1-3  nights,Air,VFR
1561,2017,1-3  nights,Air,Miscellaneous
1562,2017,4-7  nights,Air,Holiday
1563,2017,4-7  nights,Air,Business
1564,2017,4-7  nights,Air,VFR
1565,2017,4-7  nights,Air,Miscellaneous
1566,2017,8-14 nights,Air,Holiday
1567,2017,8-14 nights,Air,Business
1568,2017,8-14 nights,Air,VFR
1569,2017,15+  nights,Air,Holiday
1570,2017,15+  nights,Air,VFR
1571,2017,15+  nights,Air,Miscellaneous
1572,2017,1-3  nights,Air,Holiday
1573,2017,1-3  nights,Air,Business
1574,2017,1-3  nights,Air,VFR
1575,2017,4-7  nights,Air,Business
1576,2017,4-7  nights,Air,VFR
1577,2017,8-14 nights,Air,Holiday
1578,2017,8-14 nights,Air,Business
1579,2017,8-14 nights,Air,VFR
1580,2017,15+  nights,Air,Holiday
1581,2017,15+  nights,Air,Business
1582,2017,15+  nights,Air,VFR
1583,2017,1-3  nights,Air,Business
1584,2017,1-3  nights,Air,VFR
1585,2017,1-3  nights,Air,Miscellaneous
1586,2017,1-3  nights,Tunnel,Holiday
1587,2017,4-7  nights,Air,Holiday
1588,2017,4-7  nights,Air,Business
1589,2017,4-7  nights,Air,VFR
1590,2017,8-14 nights,Air,Holiday
1591,2017,8-14 nights,Air,Business
1592,2017,8-14 nights,Air,VFR
1593,2017,8-14 nights,Air,Miscellaneous
1594,2017,15+  nights,Air,VFR
1595,2017,15+  nights,Tunnel,VFR
1596,2017,1-3  nights,Air,Holiday
1597,2017,1-3  nights,Air,Business
1598,2017,1-3  nights,Sea,Holiday
1599,2017,1-3  nights,Sea,VFR
1600,2017,1-3  nights,Sea,Miscellaneous
1601,2017,1-3  nights,Tunnel,Holiday
1602,2017,1-3  nights,Tunnel,Business
1603,2017,1-3  nights,Tunnel,VFR
1604,2017,1-3  nights,Tunnel,Miscellaneous
1605,2017,4-7  nights,Air,Holiday
1606,2017,4-7  nights,Air,VFR
1607,2017,4-7  nights,Sea,Holiday
1608,2017,4-7  nights,Sea,VFR
1609,2017,4-7  nights,Tunnel,Holiday
1610,2017,4-7  nights,Tunnel,Business
1611,2017,4-7  nights,Tunnel,VFR
1612,2017,8-14 nights,Air,Business
1613,2017,8-14 nights,Tunnel,Holiday
1614,2017,8-14 nights,Tunnel,Business
1615,2017,15+  nights,Tunnel,VFR
1616,2017,1-3  nights,Air,Holiday
1617,2017,1-3  nights,Air,VFR
1618,2017,1-3  nights,Air,Miscellaneous
1619,2017,1-3  nights,Tunnel,Holiday
1620,2017,1-3  nights,Tunnel,Business
1621,2017,1-3  nights,Air,Holiday
1622,2017,1-3  nights,Air,Business
1623,2017,1-3  nights,Air,VFR
1624,2017,1-3  nights,Air,Miscellaneous
1625,2017,1-3  nights,Sea,Holiday
1626,2017,1-3  nights,Sea,Business
1627,2017,1-3  nights,Sea,VFR
1628,2017,1-3  nights,Tunnel,Holiday
1629,2017,1-3  nights,Tunnel,Business
1630,2017,1-3  nights,Tunnel,VFR
1631,2017,4-7  nights,Air,Holiday
1632,2017,4-7  nights,Air,Business
1633,2017,4-7  nights,Air,VFR
1634,2017,4-7  nights,Sea,Holiday
1635,2017,4-7  nights,Sea,VFR
1636,2017,4-7  nights,Tunnel,Holiday
1637,2017,4-7  nights,Tunnel,Business
1638,2017,4-7  nights,Tunnel,VFR
1639,2017,8-14 nights,Air,Holiday
1640,2017,8-14 nights,Air,VFR
1641,2017,8-14 nights,Air,Study
1642,2017,8-14 nights,Sea,Holiday
1643,2017,8-14 nights,Tunnel,Holiday
1644,2017,8-14 nights,Tunnel,VFR
1645,2017,8-14 nights,Tunnel,Study
1646,2017,8-14 nights,Tunnel,Miscellaneous
1647,2017,15+  nights,Air,Holiday
1648,2017,15+  nights,Air,Business
1649,2017,15+  nights,Air,Study
1650,2017,15+  nights,Air,Miscellaneous
1651,2017,15+  nights,Sea,Holiday
1652,2017,15+  nights,Tunnel,Holiday
1653,2017,15+  nights,Tunnel,Business
1654,2017,15+  nights,Tunnel,VFR
1655,2017,1-3  nights,Air,Holiday
1656,2017,1-3  nights,Air,Business
1657,2017,1-3  nights,Air,VFR
1658,2017,1-3  nights,Air,Miscellaneous
1659,2017,1-3  nights,Sea,Holiday
1660,2017,1-3  nights,Sea,Business
1661,2017,1-3  nights,Sea,Miscellaneous
1662,2017,1-3  nights,Tunnel,Holiday
1663,2017,1-3  nights,Tunnel,Business
1664,2017,1-3  nights,Tunnel,VFR
1665,2017,1-3  nights,Tunnel,Miscellaneous
1666,2017,4-7  nights,Air,Holiday
1667,2017,4-7  nights,Air,Business
1668,2017,4-7  nights,Air,VFR
1669,2017,4-7  nights,Air,Miscellaneous
1670,2017,4-7  nights,Sea,Holiday
1671,2017,4-7  nights,Sea,Business
1672,2017,4-7  nights,Tunnel,Holiday
1673,2017,4-7  nights,Tunnel,VFR
1674,2017,4-7  nights,Tunnel,Miscellaneous
1675,2017,8-14 nights,Air,Holiday
1676,2017,8-14 nights,Air,Business
1677,2017,8-14 nights,Air,VFR
1678,2017,8-14 nights,Sea,Holiday
1679,2017,8-14 nights,Sea,Business
1680,2017,8-14 nights,Sea,VFR
1681,2017,15+  nights,Air,Holiday
1682,2017,15+  nights,Air,Business
1683,2017,15+  nights,Air,VFR
1684,2017,15+  nights,Sea,Holiday
1685,2017,15+  nights,Sea,VFR
1686,2017,15+  nights,Sea,Study
1687,2017,15+  nights,Tunnel,Holiday
1688,2017,1-3  nights,Air,Holiday
1689,2017,1-3  nights,Air,Business
1690,2017,1-3  nights,Air,VFR
1691,2017,1-3  nights,Air,Miscellaneous
1692,2017,1-3  nights,Tunnel,Holiday
1693,2017,4-7  nights,Air,Holiday
1694,2017,4-7  nights,Air,Business
1695,2017,4-7  nights,Air,VFR
1696,2017,4-7  nights,Air,Miscellaneous
1697,2017,4-7  nights,Sea,Holiday
1698,2017,4-7  nights,Tunnel,Holiday
1699,2017,8-14 nights,Air,Holiday
1700,2017,8-14 nights,Air,Business
1701,2017,8-14 nights,Air,VFR
1702,2017,8-14 nights,Air,Study
1703,2017,8-14 nights,Sea,VFR
1704,2017,8-14 nights,Tunnel,Holiday
1705,2017,15+  nights,Air,Holiday
1706,2017,15+  nights,Air,Business
1707,2017,15+  nights,Air,VFR
1708,2017,15+  nights,Air,Study
1709,2017,15+  nights,Air,Miscellaneous
1710,2017,15+  nights,Sea,Holiday
1711,2017,15+  nights,Tunnel,Business
1712,2017,1-3  nights,Air,Holiday
1713,2017,1-3  nights,Air,Business
1714,2017,1-3  nights,Air,VFR
1715,2017,1-3  nights,Air,Miscellaneous
1716,2017,1-3  nights,Sea,Holiday
1717,2017,1-3  nights,Sea,VFR
1718,2017,1-3  nights,Tunnel,Holiday
1719,2017,1-3  nights,Tunnel,Business
1720,2017,1-3  nights,Tunnel,VFR
1721,2017,4-7  nights,Air,Holiday
1722,2017,4-7  nights,Air,Business
1723,2017,4-7  nights,Air,VFR
1724,2017,4-7  nights,Air,Study
1725,2017,4-7  nights,Air,Miscellaneous
1726,2017,4-7  nights,Sea,Holiday
1727,2017,4-7  nights,Sea,VFR
1728,2017,4-7  nights,Tunnel,Holiday
1729,2017,4-7  nights,Tunnel,VFR
1730,2017,8-14 nights,Air,Holiday
1731,2017,8-14 nights,Air,Business
1732,2017,8-14 nights,Air,VFR
1733,2017,8-14 nights,Sea,Holiday
1734,2017,8-14 nights,Sea,VFR
1735,2017,15+  nights,Air,Holiday
1736,2017,15+  nights,Air,Study
1737,2017,15+  nights,Sea,Holiday
1738,2017,1-3  nights,Air,Holiday
1739,2017,1-3  nights,Air,Business
1740,2017,1-3  nights,Air,VFR
1741,2017,1-3  nights,Air,Miscellaneous
1742,2017,1-3  nights,Sea,Business
1743,2017,1-3  nights,Tunnel,Holiday
1744,2017,4-7  nights,Air,Holiday
1745,2017,4-7  nights,Air,Business
1746,2017,4-7  nights,Air,VFR
1747,2017,4-7  nights,Sea,Holiday
1748,2017,8-14 nights,Air,Holiday
1749,2017,8-14 nights,Air,VFR
1750,2017,8-14 nights,Sea,Holiday
1751,2017,15+  nights,Air,VFR
1752,2017,15+  nights,Air,Study
1753,2017,1-3  nights,Air,Holiday
1754,2017,1-3  nights,Air,Business
1755,2017,1-3  nights,Air,VFR
1756,2017,1-3  nights,Air,Miscellaneous
1757,2017,4-7  nights,Air,Holiday
1758,2017,4-7  nights,Air,Business
1759,2017,4-7  nights,Air,VFR
1760,2017,4-7  nights,Sea,Business
1761,2017,8-14 nights,Air,Holiday
1762,2017,8-14 nights,Sea,Holiday
1763,2017,1-3  nights,Air,Holiday
1764,2017,1-3  nights,Air,Business
1765,2017,1-3  nights,Air,VFR
1766,2017,1-3  nights,Air,Miscellaneous
1767,2017,1-3  nights,Sea,Business
1768,2017,1-3  nights,Sea,VFR
1769,2017,1-3  nights,Tunnel,Holiday
1770,2017,1-3  nights,Tunnel,VFR
1771,2017,4-7  nights,Air,Holiday
1772,2017,4-7  nights,Air,Business
1773,2017,4-7  nights,Air,VFR
1774,2017,4-7  nights,Air,Miscellaneous
1775,2017,4-7  nights,Sea,Holiday
1776,2017,4-7  nights,Tunnel,VFR
1777,2017,8-14 nights,Air,Holiday
1778,2017,8-14 nights,Air,VFR
1779,2017,8-14 nights,Air,Study
1780,2017,15+  nights,Air,Holiday
1781,2017,15+  nights,Air,Business
1782,2017,15+  nights,Air,VFR
1783,2017,15+  nights,Air,Study
1784,2017,15+  nights,Sea,Holiday
1785,2017,1-3  nights,Air,Holiday
1786,2017,1-3  nights,Air,Business
1787,2017,1-3  nights,Air,Miscellaneous
1788,2017,1-3  nights,Sea,Business
1789,2017,1-3  nights,Tunnel,Holiday
1790,2017,4-7  nights,Air,Holiday
1791,2017,4-7  nights,Air,VFR
1792,2017,4-7  nights,Air,Miscellaneous
1793,2017,4-7  nights,Sea,Holiday
1794,2017,8-14 nights,Air,Holiday
1795,2017,8-14 nights,Air,VFR
1796,2017,15+  nights,Air,Holiday
1797,2017,15+  nights,Air,VFR
1798,2017,15+  nights,Air,Study
1799,2017,1-3  nights,Air,Holiday
1800,2017,1-3  nights,Air,Business
1801,2017,1-3  nights,Air,VFR
1802,2017,1-3  nights,Air,Miscellaneous
1803,2017,1-3  nights,Sea,Business
1804,2017,4-7  nights,Air,Holiday
1805,2017,4-7  nights,Air,Business
1806,2017,4-7  nights,Air,VFR
1807,2017,4-7  nights,Air,Miscellaneous
1808,2017,8-14 nights,Air,Holiday
1809,2017,8-14 nights,Tunnel,Holiday
1810,2017,15+  nights,Air,Holiday
1811,2017,1-3  nights,Air,Holiday
1812,2017,1-3  nights,Air,Business
1813,2017,1-3  nights,Air,VFR
1814,2017,1-3  nights,Air,Miscellaneous
1815,2017,1-3  nights,Sea,Holiday
1816,2017,4-7  nights,Air,Holiday
1817,2017,4-7  nights,Air,Business
1818,2017,4-7  nights,Air,VFR
1819,2017,4-7  nights,Air,Miscellaneous
1820,2017,8-14 nights,Air,Holiday
1821,2017,8-14 nights,Air,VFR
1822,2017,15+  nights,Air,Holiday
1823,2017,15+  nights,Air,VFR
1824,2017,15+  nights,Air,Study
1825,2017,1-3  nights,Air,Holiday
1826,2017,1-3  nights,Air,Business
1827,2017,1-3  nights,Air,VFR
1828,2017,1-3  nights,Air,Miscellaneous
1829,2017,1-3  nights,Sea,Miscellaneous
1830,2017,4-7  nights,Air,Holiday
1831,2017,4-7  nights,Air,VFR
1832,2017,4-7  nights,Air,Miscellaneous
1833,2017,8-14 nights,Air,Holiday
1834,2017,8-14 nights,Air,Business
1835,2017,8-14 nights,Air,VFR
1836,2017,15+  nights,Air,Business
1837,2017,1-3  nights,Air,Holiday
1838,2017,1-3  nights,Air,Business
1839,2017,1-3  nights,Air,VFR
1840,2017,1-3  nights,Air,Miscellaneous
1841,2017,1-3  nights,Sea,Business
1842,2017,1-3  nights,Sea,VFR
1843,2017,1-3  nights,Sea,Miscellaneous
1844,2017,1-3  nights,Tunnel,Miscellaneous
1845,2017,4-7  nights,Air,Holiday
1846,2017,4-7  nights,Air,Business
1847,2017,4-7  nights,Air,VFR
1848,2017,4-7  nights,Sea,Holiday
1849,2017,4-7  nights,Sea,VFR
1850,2017,4-7  nights,Sea,Miscellaneous
1851,2017,8-14 nights,Air,Holiday
1852,2017,8-14 nights,Air,Business
1853,2017,8-14 nights,Air,VFR
1854,2017,8-14 nights,Sea,Holiday
1855,2017,15+  nights,Air,Holiday
1856,2017,15+  nights,Air,Business
1857,2017,15+  nights,Air,VFR
1858,2017,15+  nights,Sea,VFR
1859,2017,1-3  nights,Air,Holiday
1860,2017,1-3  nights,Air,Business
1861,2017,1-3  nights,Air,Miscellaneous
1862,2017,4-7  nights,Air,Holiday
1863,2017,4-7  nights,Air,VFR
1864,2017,4-7  nights,Tunnel,Business
1865,2017,8-14 nights,Air,Holiday
1866,2017,8-14 nights,Air,VFR
1867,2017,15+  nights,Air,Holiday
1868,2017,15+  nights,Air,VFR
1869,2017,1-3  nights,Air,Holiday
1870,2017,1-3  nights,Air,Business
1871,2017,1-3  nights,Air,VFR
1872,2017,1-3  nights,Air,Miscellaneous
1873,2017,1-3  nights,Tunnel,Business
1874,2017,1-3  nights,Tunnel,VFR
1875,2017,4-7  nights,Air,Holiday
1876,2017,4-7  nights,Air,Business
1877,2017,4-7  nights,Air,VFR
1878,2017,4-7  nights,Sea,Holiday
1879,2017,4-7  nights,Tunnel,Holiday
1880,2017,8-14 nights,Air,Holiday
1881,2017,8-14 nights,Air,VFR
1882,2017,8-14 nights,Tunnel,Holiday
1883,2017,15+  nights,Air,Holiday
1884,2017,15+  nights,Air,VFR
1885,2017,15+  nights,Sea,Holiday
1886,2017,1-3  nights,Air,Holiday
1887,2017,1-3  nights,Air,Business
1888,2017,1-3  nights,Air,VFR
1889,2017,1-3  nights,Air,Miscellaneous
1890,2017,4-7  nights,Air,Holiday
1891,2017,4-7  nights,Air,VFR
1892,2017,8-14 nights,Air,Holiday
1893,2017,8-14 nights,Air,Business
1894,2017,1-3  nights,Air,VFR
1895,2017,1-3  nights,Tunnel,Holiday
1896,2017,1-3  nights,Tunnel,VFR
1897,2017,4-7  nights,Air,Holiday
1898,2017,4-7  nights,Air,Study
1899,2017,8-14 nights,Air,Holiday
1900,2017,1-3  nights,Air,Holiday
1901,2017,1-3  nights,Air,Business
1902,2017,1-3  nights,Air,VFR
1903,2017,1-3  nights,Air,Miscellaneous
1904,2017,1-3  nights,Sea,Business
1905,2017,4-7  nights,Air,Holiday
1906,2017,4-7  nights,Air,Business
1907,2017,4-7  nights,Air,VFR
1908,2017,4-7  nights,Air,Miscellaneous
1909,2017,4-7  nights,Sea,Holiday
1910,2017,4-7  nights,Sea,Business
1911,2017,4-7  nights,Tunnel,Holiday
1912,2017,8-14 nights,Air,VFR
1913,2017,15+  nights,Air,Business
1914,2017,1-3  nights,Air,Holiday
1915,2017,1-3  nights,Air,Business
1916,2017,1-3  nights,Air,VFR
1917,2017,1-3  nights,Air,Miscellaneous
1918,2017,1-3  nights,Sea,Business
1919,2017,1-3  nights,Tunnel,VFR
1920,2017,4-7  nights,Air,Holiday
1921,2017,4-7  nights,Air,Business
1922,2017,4-7  nights,Air,VFR
1923,2017,4-7  nights,Air,Miscellaneous
1924,2017,4-7  nights,Sea,Holiday
1925,2017,4-7  nights,Sea,VFR
1926,2017,4-7  nights,Tunnel,Holiday
1927,2017,4-7  nights,Tunnel,VFR
1928,2017,8-14 nights,Air,Holiday
1929,2017,8-14 nights,Air,Business
1930,2017,8-14 nights,Air,VFR
1931,2017,8-14 nights,Sea,Business
1932,2017,8-14 nights,Sea,VFR
1933,2017,8-14 nights,Tunnel,VFR
1934,2017,15+  nights,Air,Holiday
1935,2017,15+  nights,Air,Business
1936,2017,15+  nights,Air,VFR
1937,2017,15+  nights,Air,Study
1938,2017,15+  nights,Sea,Business
1939,2017,15+  nights,Tunnel,VFR
1940,2017,4-7  nights,Air,Business
1941,2017,4-7  nights,Air,VFR
1942,2017,1-3  nights,Air,Holiday
1943,2017,1-3  nights,Air,Business
1944,2017,1-3  nights,Air,VFR
1945,2017,1-3  nights,Sea,Business
1946,2017,4-7  nights,Air,Holiday
1947,2017,4-7  nights,Air,Business
1948,2017,4-7  nights,Air,VFR
1949,2017,4-7  nights,Sea,Business
1950,2017,8-14 nights,Air,Holiday
1951,2017,8-14 nights,Air,VFR
1952,2017,15+  nights,Air,VFR
1953,2017,15+  nights,Air,Study
1954,2017,1-3  nights,Air,Holiday
1955,2017,1-3  nights,Air,Business
1956,2017,1-3  nights,Air,VFR
1957,2017,1-3  nights,Air,Miscellaneous
1958,2017,1-3  nights,Sea,Holiday
1959,2017,1-3  nights,Sea,Business
1960,2017,1-3  nights,Tunnel,Holiday
1961,2017,1-3  nights,Tunnel,Business
1962,2017,1-3  nights,Tunnel,VFR
1963,2017,4-7  nights,Air,Holiday
1964,2017,4-7  nights,Air,Business
1965,2017,4-7  nights,Air,VFR
1966,2017,4-7  nights,Air,Miscellaneous
1967,2017,4-7  nights,Sea,Holiday
1968,2017,4-7  nights,Sea,VFR
1969,2017,4-7  nights,Tunnel,Holiday
1970,2017,8-14 nights,Air,Holiday
1971,2017,8-14 nights,Air,VFR
1972,2017,8-14 nights,Sea,Holiday
1973,2017,15+  nights,Air,Holiday
1974,2017,15+  nights,Air,Business
1975,2017,15+  nights,Air,VFR
1976,2017,15+  nights,Air,Miscellaneous
1977,2017,1-3  nights,Air,Holiday
1978,2017,1-3  nights,Air,Business
1979,2017,1-3  nights,Air,VFR
1980,2017,1-3  nights,Sea,VFR
1981,2017,4-7  nights,Air,Holiday
1982,2017,4-7  nights,Air,VFR
1983,2017,4-7  nights,Sea,Business
1984,2017,4-7  nights,Tunnel,Holiday
1985,2017,8-14 nights,Air,Business
1986,2017,8-14 nights,Air,VFR
1987,2017,8-14 nights,Tunnel,Holiday
1988,2017,15+  nights,Air,Holiday
1989,2017,15+  nights,Air,VFR
1990,2017,1-3  nights,Air,Holiday
1991,2017,1-3  nights,Air,Business
1992,2017,1-3  nights,Air,VFR
1993,2017,1-3  nights,Air,Miscellaneous
1994,2017,4-7  nights,Air,Holiday
1995,2017,4-7  nights,Air,Business
1996,2017,4-7  nights,Tunnel,Holiday
1997,2017,8-14 nights,Air,Holiday
1998,2017,8-14 nights,Air,Business
1999,2017,8-14 nights,Air,VFR
2000,2017,8-14 nights,Air,Study
2001,2017,8-14 nights,Air,Miscellaneous
2002,2017,15+  nights,Air,VFR
2003,2017,15+  nights,Air,Study
2004,2017,1-3  nights,Air,Business
2005,2017,1-3  nights,Air,VFR
2006,2017,1-3  nights,Air,Miscellaneous
2007,2017,1-3  nights,Tunnel,Holiday
2008,2017,4-7  nights,Air,Holiday
2009,2017,4-7  nights,Air,Business
2010,2017,4-7  nights,Air,VFR
2011,2017,4-7  nights,Air,Miscellaneous
2012,2017,8-14 nights,Air,Holiday
2013,2017,8-14 nights,Air,VFR
2014,2017,15+  nights,Air,Holiday
2015,2017,15+  nights,Air,VFR
2016,2017,15+  nights,Air,Miscellaneous
2017,2017,1-3  nights,Air,Holiday
2018,2017,1-3  nights,Air,Business
2019,2017,1-3  nights,Air,VFR
2020,2017,1-3  nights,Air,Miscellaneous
2021,2017,1-3  nights,Sea,Business
2022,2017,4-7  nights,Air,Holiday
2023,2017,4-7  nights,Air,VFR
2024,2017,4-7  nights,Air,Miscellaneous
2025,2017,4-7  nights,Sea,VFR
2026,2017,8-14 nights,Air,Holiday
2027,2017,8-14 nights,Air,Business
2028,2017,8-14 nights,Air,VFR
2029,2017,15+  nights,Air,Holiday
2030,2017,15+  nights,Air,VFR
2031,2017,15+  nights,Sea,Miscellaneous
2032,2017,1-3  nights,Air,Holiday
2033,2017,1-3  nights,Air,Business
2034,2017,1-3  nights,Air,VFR
2035,2017,1-3  nights,Air,Miscellaneous
2036,2017,1-3  nights,Sea,Holiday
2037,2017,1-3  nights,Sea,Business
2038,2017,1-3  nights,Tunnel,Holiday
2039,2017,1-3  nights,Tunnel,Business
2040,2017,1-3  nights,Tunnel,VFR
2041,2017,1-3  nights,Tunnel,Miscellaneous
2042,2017,4-7  nights,Air,Holiday
2043,2017,4-7  nights,Air,Business
2044,2017,4-7  nights,Air,VFR
2045,2017,4-7  nights,Air,Study
2046,2017,4-7  nights,Air,Miscellaneous
2047,2017,4-7  nights,Sea,Holiday
2048,2017,4-7  nights,Tunnel,Holiday
2049,2017,4-7  nights,Tunnel,VFR
2050,2017,4-7  nights,Tunnel,Miscellaneous
2051,2017,8-14 nights,Air,Holiday
2052,2017,8-14 nights,Air,Business
2053,2017,8-14 nights,Air,VFR
2054,2017,8-14 nights,Air,Study
2055,2017,8-14 nights,Air,Miscellaneous
2056,2017,8-14 nights,Sea,Holiday
2057,2017,8-14 nights,Sea,VFR
2058,2017,8-14 nights,Tunnel,Holiday
2059,2017,8-14 nights,Tunnel,VFR
2060,2017,15+  nights,Air,Holiday
2061,2017,15+  nights,Air,Business
2062,2017,15+  nights,Air,VFR
2063,2017,15+  nights,Air,Study
2064,2017,15+  nights,Air,Miscellaneous
2065,2017,15+  nights,Sea,Holiday
2066,2017,15+  nights,Tunnel,Holiday
2067,2017,15+  nights,Tunnel,Business
2068,2017,15+  nights,Tunnel,VFR
2069,2017,15+  nights,Tunnel,Study
2070,2017,15+  nights,Tunnel,Miscellaneous
2071,2017,1-3  nights,Air,Holiday
2072,2017,1-3  nights,Air,Business
2073,2017,1-3  nights,Air,VFR
2074,2017,1-3  nights,Air,Miscellaneous
2075,2017,1-3  nights,Tunnel,Holiday
2076,2017,4-7  nights,Air,Holiday
2077,2017,4-7  nights,Air,Business
2078,2017,4-7  nights,Air,VFR
2079,2017,4-7  nights,Air,Miscellaneous
2080,2017,4-7  nights,Sea,Holiday
2081,2017,8-14 nights,Air,Holiday
2082,2017,8-14 nights,Air,Business
2083,2017,8-14 nights,Air,VFR
2084,2017,8-14 nights,Air,Miscellaneous
2085,2017,8-14 nights,Sea,Holiday
2086,2017,8-14 nights,Tunnel,Holiday
2087,2017,15+  nights,Air,Holiday
2088,2017,15+  nights,Air,VFR
2089,2017,15+  nights,Tunnel,Holiday
2090,2017,1-3  nights,Air,Holiday
2091,2017,1-3  nights,Air,VFR
2092,2017,1-3  nights,Air,Miscellaneous
2093,2017,1-3  nights,Sea,Holiday
2094,2017,1-3  nights,Sea,Business
2095,2017,1-3  nights,Tunnel,Holiday
2096,2017,4-7  nights,Air,Holiday
2097,2017,4-7  nights,Air,Business
2098,2017,4-7  nights,Air,VFR
2099,2017,4-7  nights,Sea,Holiday
2100,2017,4-7  nights,Tunnel,Holiday
2101,2017,4-7  nights,Tunnel,VFR
2102,2017,8-14 nights,Air,Holiday
2103,2017,8-14 nights,Air,Miscellaneous
2104,2017,15+  nights,Air,Holiday
2105,2017,15+  nights,Air,VFR
2106,2017,15+  nights,Air,Study
2107,2017,1-3  nights,Air,Holiday
2108,2017,1-3  nights,Air,Business
2109,2017,1-3  nights,Sea,Holiday
2110,2017,1-3  nights,Tunnel,Holiday
2111,2017,4-7  nights,Air,Holiday
2112,2017,4-7  nights,Air,Business
2113,2017,4-7  nights,Sea,Holiday
2114,2017,4-7  nights,Tunnel,Holiday
2115,2017,4-7  nights,Tunnel,Business
2116,2017,8-14 nights,Air,Holiday
2117,2017,8-14 nights,Air,Business
2118,2017,8-14 nights,Air,Study
2119,2017,8-14 nights,Tunnel,Holiday
2120,2017,15+  nights,Air,Holiday
2121,2017,15+  nights,Air,VFR
2122,2017,15+  nights,Air,Study
2123,2017,15+  nights,Sea,Holiday
2124,2017,15+  nights,Tunnel,Business
2125,2017,1-3  nights,Air,Holiday
2126,2017,1-3  nights,Air,VFR
2127,2017,1-3  nights,Tunnel,Holiday
2128,2017,1-3  nights,Tunnel,Business
2129,2017,4-7  nights,Air,Holiday
2130,2017,4-7  nights,Air,VFR
2131,2017,4-7  nights,Tunnel,Holiday
2132,2017,8-14 nights,Air,Holiday
2133,2017,8-14 nights,Air,Business
2134,2017,8-14 nights,Tunnel,Holiday
2135,2017,15+  nights,Air,Holiday
2136,2017,15+  nights,Air,Business
2137,2017,15+  nights,Air,VFR
2138,2017,1-3  nights,Air,Holiday
2139,2017,1-3  nights,Tunnel,Holiday
2140,2017,4-7  nights,Air,Holiday
2141,2017,4-7  nights,Air,VFR
2142,2017,4-7  nights,Tunnel,Holiday
2143,2017,8-14 nights,Air,Holiday
2144,2017,8-14 nights,Air,Business
2145,2017,8-14 nights,Tunnel,Holiday
2146,2017,15+  nights,Air,Holiday
2147,2017,15+  nights,Air,VFR
2148,2017,1-3  nights,Air,Holiday
2149,2017,1-3  nights,Air,Business
2150,2017,1-3  nights,Air,VFR
2151,2017,1-3  nights,Air,Miscellaneous
2152,2017,1-3  nights,Sea,Holiday
2153,2017,1-3  nights,Tunnel,Holiday
2154,2017,4-7  nights,Air,Holiday
2155,2017,4-7  nights,Air,VFR
2156,2017,4-7  nights,Air,Miscellaneous
2157,2017,4-7  nights,Sea,VFR
2158,2017,4-7  nights,Tunnel,Miscellaneous
2159,2017,8-14 nights,Air,Holiday
2160,2017,8-14 nights,Air,Business
2161,2017,8-14 nights,Air,VFR
2162,2017,8-14 nights,Tunnel,Holiday
2163,2017,15+  nights,Air,Holiday
2164,2017,15+  nights,Air,Business
2165,2017,15+  nights,Air,VFR
2166,2017,15+  nights,Air,Miscellaneous
