,year,Trip_Length_Days,Travel_Type,Reason_for_travel
3281,2017,15+  nights,Air,VFR
3282,2017,1-3  nights,Air,Business
3283,2017,1-3  nights,Air,VFR
3284,2017,4-7  nights,Air,Holiday
3285,2017,4-7  nights,Air,Business
3286,2017,8-14 nights,Air,Holiday
3287,2017,8-14 nights,Air,Business
3288,2017,8-14 nights,Air,VFR
3289,2017,8-14 nights,Air,Miscellaneous
3290,2017,15+  nights,Air,Business
3291,2017,15+  nights,Air,VFR
3292,2017,15+  nights,Tunnel,Study
3293,2018,1-3  nights,Air,Holiday
3294,2018,1-3  nights,Air,Business
3295,2018,1-3  nights,Air,Miscellaneous
3296,2018,1-3  nights,Sea,Holiday
3297,2018,1-3  nights,Sea,Miscellaneous
3298,2018,1-3  nights,Tunnel,Holiday
3299,2018,1-3  nights,Tunnel,Business
3300,2018,1-3  nights,Tunnel,VFR
3301,2018,4-7  nights,Air,Holiday
3302,2018,4-7  nights,Sea,Holiday
3303,2018,4-7  nights,Tunnel,Holiday
3304,2018,4-7  nights,Tunnel,Business
3305,2018,4-7  nights,Tunnel,VFR
3306,2018,8-14 nights,Tunnel,Holiday
3307,2018,8-14 nights,Tunnel,VFR
3308,2018,15+  nights,Tunnel,VFR
3309,2018,1-3  nights,Air,Holiday
3310,2018,1-3  nights,Air,Business
3311,2018,1-3  nights,Air,VFR
3312,2018,1-3  nights,Air,Study
3313,2018,8-14 nights,Air,Holiday
3314,2018,8-14 nights,Air,Business
3315,2018,8-14 nights,Air,VFR
3316,2018,8-14 nights,Sea,VFR
3317,2018,15+  nights,Air,Miscellaneous
3318,2018,1-3  nights,Air,Holiday
3319,2018,1-3  nights,Air,Business
3320,2018,1-3  nights,Air,VFR
3321,2018,1-3  nights,Air,Miscellaneous
3322,2018,1-3  nights,Sea,Holiday
3323,2018,1-3  nights,Sea,Business
3324,2018,1-3  nights,Sea,VFR
3325,2018,1-3  nights,Sea,Miscellaneous
3326,2018,1-3  nights,Tunnel,Holiday
3327,2018,1-3  nights,Tunnel,Business
3328,2018,1-3  nights,Tunnel,VFR
3329,2018,1-3  nights,Tunnel,Miscellaneous
3330,2018,4-7  nights,Air,Holiday
3331,2018,4-7  nights,Air,Business
3332,2018,4-7  nights,Air,VFR
3333,2018,4-7  nights,Sea,Holiday
3334,2018,4-7  nights,Sea,VFR
3335,2018,4-7  nights,Tunnel,Holiday
3336,2018,4-7  nights,Tunnel,Business
3337,2018,4-7  nights,Tunnel,VFR
3338,2018,4-7  nights,Tunnel,Miscellaneous
3339,2018,8-14 nights,Air,Holiday
3340,2018,8-14 nights,Air,VFR
3341,2018,8-14 nights,Sea,Holiday
3342,2018,8-14 nights,Sea,VFR
3343,2018,8-14 nights,Tunnel,Holiday
3344,2018,8-14 nights,Tunnel,VFR
3345,2018,15+  nights,Air,Holiday
3346,2018,15+  nights,Air,Business
3347,2018,15+  nights,Air,VFR
3348,2018,15+  nights,Sea,Holiday
3349,2018,15+  nights,Sea,VFR
3350,2018,15+  nights,Sea,Study
3351,2018,15+  nights,Tunnel,VFR
3352,2018,1-3  nights,Air,Holiday
3353,2018,1-3  nights,Air,Business
3354,2018,1-3  nights,Air,VFR
3355,2018,1-3  nights,Air,Miscellaneous
3356,2018,1-3  nights,Sea,Holiday
3357,2018,1-3  nights,Sea,Business
3358,2018,1-3  nights,Sea,Miscellaneous
3359,2018,1-3  nights,Tunnel,Business
3360,2018,1-3  nights,Tunnel,VFR
3361,2018,4-7  nights,Air,Holiday
3362,2018,4-7  nights,Air,Business
3363,2018,4-7  nights,Air,VFR
3364,2018,4-7  nights,Sea,Holiday
3365,2018,4-7  nights,Sea,Business
3366,2018,4-7  nights,Sea,VFR
3367,2018,4-7  nights,Tunnel,Holiday
3368,2018,8-14 nights,Air,Holiday
3369,2018,8-14 nights,Air,Business
3370,2018,8-14 nights,Air,VFR
3371,2018,8-14 nights,Sea,VFR
3372,2018,15+  nights,Air,Business
3373,2018,15+  nights,Air,VFR
3374,2018,15+  nights,Air,Miscellaneous
3375,2018,1-3  nights,Air,Holiday
3376,2018,1-3  nights,Air,Business
3377,2018,1-3  nights,Air,VFR
3378,2018,1-3  nights,Air,Miscellaneous
3379,2018,4-7  nights,Air,Holiday
3380,2018,4-7  nights,Air,Business
3381,2018,4-7  nights,Air,VFR
3382,2018,8-14 nights,Air,Holiday
3383,2018,8-14 nights,Air,Business
3384,2018,8-14 nights,Air,VFR
3385,2018,8-14 nights,Air,Miscellaneous
3386,2018,15+  nights,Air,VFR
3387,2018,1-3  nights,Air,Holiday
3388,2018,1-3  nights,Air,Business
3389,2018,1-3  nights,Air,VFR
3390,2018,1-3  nights,Air,Miscellaneous
3391,2018,1-3  nights,Sea,Holiday
3392,2018,1-3  nights,Sea,VFR
3393,2018,1-3  nights,Sea,Miscellaneous
3394,2018,1-3  nights,Tunnel,Holiday
3395,2018,1-3  nights,Tunnel,VFR
3396,2018,1-3  nights,Tunnel,Miscellaneous
3397,2018,4-7  nights,Air,Holiday
3398,2018,4-7  nights,Air,Business
3399,2018,4-7  nights,Air,VFR
3400,2018,4-7  nights,Air,Miscellaneous
3401,2018,4-7  nights,Sea,Holiday
3402,2018,4-7  nights,Sea,VFR
3403,2018,4-7  nights,Tunnel,Holiday
3404,2018,4-7  nights,Tunnel,VFR
3405,2018,8-14 nights,Air,Holiday
3406,2018,8-14 nights,Air,VFR
3407,2018,8-14 nights,Sea,Holiday
3408,2018,8-14 nights,Tunnel,VFR
3409,2018,15+  nights,Air,Business
3410,2018,15+  nights,Air,VFR
3411,2018,15+  nights,Air,Study
3412,2018,1-3  nights,Air,Holiday
3413,2018,1-3  nights,Air,Business
3414,2018,1-3  nights,Air,VFR
3415,2018,1-3  nights,Air,Miscellaneous
3416,2018,4-7  nights,Air,Holiday
3417,2018,4-7  nights,Air,Business
3418,2018,4-7  nights,Air,VFR
3419,2018,4-7  nights,Sea,Holiday
3420,2018,1-3  nights,Air,Holiday
3421,2018,1-3  nights,Air,Business
3422,2018,1-3  nights,Air,VFR
3423,2018,1-3  nights,Air,Miscellaneous
3424,2018,4-7  nights,Air,Holiday
3425,2018,4-7  nights,Air,VFR
3426,2018,15+  nights,Air,Miscellaneous
3427,2018,1-3  nights,Air,Holiday
3428,2018,1-3  nights,Air,Business
3429,2018,1-3  nights,Air,VFR
3430,2018,1-3  nights,Air,Miscellaneous
3431,2018,1-3  nights,Sea,Business
3432,2018,1-3  nights,Tunnel,Holiday
3433,2018,4-7  nights,Air,Holiday
3434,2018,4-7  nights,Air,Business
3435,2018,4-7  nights,Air,VFR
3436,2018,4-7  nights,Air,Study
3437,2018,4-7  nights,Sea,VFR
3438,2018,8-14 nights,Air,Holiday
3439,2018,8-14 nights,Air,VFR
3440,2018,8-14 nights,Sea,VFR
3441,2018,15+  nights,Air,VFR
3442,2018,1-3  nights,Air,Holiday
3443,2018,1-3  nights,Air,Business
3444,2018,1-3  nights,Air,VFR
3445,2018,1-3  nights,Air,Miscellaneous
3446,2018,1-3  nights,Sea,Business
3447,2018,4-7  nights,Air,Holiday
3448,2018,4-7  nights,Air,Business
3449,2018,4-7  nights,Air,VFR
3450,2018,8-14 nights,Air,Holiday
3451,2018,8-14 nights,Air,Business
3452,2018,8-14 nights,Air,VFR
3453,2018,15+  nights,Air,VFR
3454,2018,1-3  nights,Air,Holiday
3455,2018,1-3  nights,Air,Business
3456,2018,4-7  nights,Air,Holiday
3457,2018,4-7  nights,Air,Business
3458,2018,4-7  nights,Air,VFR
3459,2018,4-7  nights,Air,Miscellaneous
3460,2018,8-14 nights,Tunnel,VFR
3461,2018,15+  nights,Air,VFR
3462,2018,1-3  nights,Air,Holiday
3463,2018,1-3  nights,Air,Business
3464,2018,1-3  nights,Air,VFR
3465,2018,1-3  nights,Air,Miscellaneous
3466,2018,4-7  nights,Air,Holiday
3467,2018,4-7  nights,Air,Business
3468,2018,4-7  nights,Air,VFR
3469,2018,4-7  nights,Air,Miscellaneous
3470,2018,8-14 nights,Air,Holiday
3471,2018,8-14 nights,Air,VFR
3472,2018,15+  nights,Air,Business
3473,2018,15+  nights,Air,VFR
3474,2018,15+  nights,Air,Study
3475,2018,1-3  nights,Air,Holiday
3476,2018,1-3  nights,Air,Business
3477,2018,1-3  nights,Air,VFR
3478,2018,1-3  nights,Air,Miscellaneous
3479,2018,4-7  nights,Air,Holiday
3480,2018,4-7  nights,Air,Business
3481,2018,4-7  nights,Air,VFR
3482,2018,8-14 nights,Air,Business
3483,2018,1-3  nights,Air,Holiday
3484,2018,1-3  nights,Air,Business
3485,2018,1-3  nights,Air,VFR
3486,2018,1-3  nights,Air,Miscellaneous
3487,2018,1-3  nights,Sea,VFR
3488,2018,1-3  nights,Sea,Miscellaneous
3489,2018,1-3  nights,Tunnel,Business
3490,2018,4-7  nights,Air,Holiday
3491,2018,4-7  nights,Air,Business
3492,2018,4-7  nights,Air,VFR
3493,2018,4-7  nights,Air,Study
3494,2018,4-7  nights,Air,Miscellaneous
3495,2018,4-7  nights,Sea,VFR
3496,2018,4-7  nights,Tunnel,Business
3497,2018,8-14 nights,Air,VFR
3498,2018,8-14 nights,Sea,VFR
3499,2018,15+  nights,Air,Business
3500,2018,15+  nights,Air,VFR
3501,2018,15+  nights,Sea,VFR
3502,2018,1-3  nights,Air,Business
3503,2018,1-3  nights,Air,VFR
3504,2018,1-3  nights,Sea,Business
3505,2018,4-7  nights,Air,Holiday
3506,2018,4-7  nights,Air,Business
3507,2018,4-7  nights,Air,VFR
3508,2018,8-14 nights,Air,VFR
3509,2018,15+  nights,Air,Business
3510,2018,1-3  nights,Air,Holiday
3511,2018,1-3  nights,Air,Business
3512,2018,1-3  nights,Air,VFR
3513,2018,1-3  nights,Air,Miscellaneous
3514,2018,4-7  nights,Air,Holiday
3515,2018,4-7  nights,Air,Business
3516,2018,4-7  nights,Air,VFR
3517,2018,8-14 nights,Air,VFR
3518,2018,15+  nights,Air,VFR
3519,2018,1-3  nights,Air,Holiday
3520,2018,1-3  nights,Air,Business
3521,2018,1-3  nights,Air,VFR
3522,2018,4-7  nights,Air,Holiday
3523,2018,4-7  nights,Air,Business
3524,2018,4-7  nights,Air,VFR
3525,2018,4-7  nights,Air,Miscellaneous
3526,2018,8-14 nights,Air,VFR
3527,2018,15+  nights,Air,Holiday
3528,2018,15+  nights,Air,Business
3529,2018,15+  nights,Air,VFR
3530,2018,1-3  nights,Air,Holiday
3531,2018,1-3  nights,Air,Miscellaneous
3532,2018,4-7  nights,Air,Holiday
3533,2018,4-7  nights,Air,VFR
3534,2018,1-3  nights,Air,Holiday
3535,2018,1-3  nights,Air,Business
3536,2018,1-3  nights,Air,VFR
3537,2018,1-3  nights,Air,Miscellaneous
3538,2018,1-3  nights,Sea,Business
3539,2018,4-7  nights,Air,Business
3540,2018,4-7  nights,Air,VFR
3541,2018,8-14 nights,Tunnel,VFR
3542,2018,15+  nights,Air,Holiday
3543,2018,1-3  nights,Air,Holiday
3544,2018,1-3  nights,Air,Business
3545,2018,1-3  nights,Air,VFR
3546,2018,1-3  nights,Air,Miscellaneous
3547,2018,1-3  nights,Sea,Business
3548,2018,1-3  nights,Tunnel,Business
3549,2018,4-7  nights,Air,Holiday
3550,2018,4-7  nights,Air,Business
3551,2018,4-7  nights,Air,VFR
3552,2018,4-7  nights,Sea,Business
3553,2018,4-7  nights,Tunnel,VFR
3554,2018,8-14 nights,Air,VFR
3555,2018,15+  nights,Air,VFR
3556,2018,1-3  nights,Air,Business
3557,2018,1-3  nights,Air,VFR
3558,2018,4-7  nights,Air,Business
3559,2018,4-7  nights,Air,VFR
3560,2018,8-14 nights,Air,Holiday
3561,2018,8-14 nights,Air,VFR
3562,2018,1-3  nights,Air,Holiday
3563,2018,1-3  nights,Air,VFR
3564,2018,1-3  nights,Sea,Business
3565,2018,4-7  nights,Air,Business
3566,2018,4-7  nights,Air,VFR
3567,2018,4-7  nights,Sea,Business
3568,2018,8-14 nights,Air,VFR
3569,2018,15+  nights,Air,VFR
3570,2018,1-3  nights,Air,Holiday
3571,2018,1-3  nights,Air,Business
3572,2018,1-3  nights,Air,VFR
3573,2018,1-3  nights,Air,Miscellaneous
3574,2018,1-3  nights,Sea,Business
3575,2018,1-3  nights,Tunnel,Business
3576,2018,4-7  nights,Air,Holiday
3577,2018,4-7  nights,Air,Business
3578,2018,4-7  nights,Air,VFR
3579,2018,4-7  nights,Sea,Business
3580,2018,8-14 nights,Air,Holiday
3581,2018,8-14 nights,Air,Business
3582,2018,8-14 nights,Air,VFR
3583,2018,8-14 nights,Sea,Business
3584,2018,8-14 nights,Tunnel,VFR
3585,2018,15+  nights,Air,VFR
3586,2018,15+  nights,Air,Miscellaneous
3587,2018,15+  nights,Tunnel,VFR
3588,2018,1-3  nights,Air,Holiday
3589,2018,1-3  nights,Air,Business
3590,2018,1-3  nights,Air,VFR
3591,2018,1-3  nights,Air,Miscellaneous
3592,2018,1-3  nights,Sea,Miscellaneous
3593,2018,1-3  nights,Tunnel,Business
3594,2018,4-7  nights,Air,Holiday
3595,2018,4-7  nights,Air,VFR
3596,2018,4-7  nights,Tunnel,Business
3597,2018,15+  nights,Air,Business
3598,2018,1-3  nights,Air,Holiday
3599,2018,1-3  nights,Air,Business
3600,2018,1-3  nights,Air,VFR
3601,2018,1-3  nights,Sea,VFR
3602,2018,1-3  nights,Tunnel,Holiday
3603,2018,4-7  nights,Air,Holiday
3604,2018,4-7  nights,Air,Business
3605,2018,4-7  nights,Air,VFR
3606,2018,4-7  nights,Sea,Business
3607,2018,8-14 nights,Air,Holiday
3608,2018,8-14 nights,Air,Business
3609,2018,8-14 nights,Air,VFR
3610,2018,15+  nights,Air,Holiday
3611,2018,15+  nights,Air,Business
3612,2018,15+  nights,Air,VFR
3613,2018,15+  nights,Air,Study
3614,2018,1-3  nights,Air,Holiday
3615,2018,1-3  nights,Air,Business
3616,2018,1-3  nights,Air,VFR
3617,2018,1-3  nights,Air,Miscellaneous
3618,2018,4-7  nights,Air,Holiday
3619,2018,4-7  nights,Air,Business
3620,2018,4-7  nights,Air,VFR
3621,2018,8-14 nights,Air,VFR
3622,2018,8-14 nights,Tunnel,VFR
3623,2018,15+  nights,Air,VFR
3624,2018,1-3  nights,Air,Holiday
3625,2018,1-3  nights,Air,Business
3626,2018,1-3  nights,Air,VFR
3627,2018,1-3  nights,Air,Miscellaneous
3628,2018,1-3  nights,Sea,Business
3629,2018,1-3  nights,Tunnel,Business
3630,2018,4-7  nights,Air,Holiday
3631,2018,4-7  nights,Air,Business
3632,2018,4-7  nights,Air,VFR
3633,2018,8-14 nights,Air,Holiday
3634,2018,8-14 nights,Air,Business
3635,2018,8-14 nights,Air,VFR
3636,2018,15+  nights,Air,Holiday
3637,2018,15+  nights,Air,Business
3638,2018,15+  nights,Air,VFR
3639,2018,1-3  nights,Air,Holiday
3640,2018,1-3  nights,Air,Business
3641,2018,1-3  nights,Air,VFR
3642,2018,1-3  nights,Air,Miscellaneous
3643,2018,1-3  nights,Sea,Holiday
3644,2018,1-3  nights,Tunnel,Holiday
3645,2018,1-3  nights,Tunnel,Business
3646,2018,1-3  nights,Tunnel,VFR
3647,2018,4-7  nights,Air,Holiday
3648,2018,4-7  nights,Air,Business
3649,2018,4-7  nights,Air,VFR
3650,2018,4-7  nights,Air,Miscellaneous
3651,2018,4-7  nights,Sea,Holiday
3652,2018,4-7  nights,Sea,Business
3653,2018,4-7  nights,Tunnel,Holiday
3654,2018,4-7  nights,Tunnel,Business
3655,2018,8-14 nights,Air,Holiday
3656,2018,8-14 nights,Air,Business
3657,2018,8-14 nights,Air,VFR
3658,2018,8-14 nights,Air,Study
3659,2018,8-14 nights,Air,Miscellaneous
3660,2018,8-14 nights,Sea,Business
3661,2018,8-14 nights,Tunnel,Business
3662,2018,15+  nights,Air,Holiday
3663,2018,15+  nights,Air,Business
3664,2018,15+  nights,Air,VFR
3665,2018,15+  nights,Air,Study
3666,2018,15+  nights,Air,Miscellaneous
3667,2018,15+  nights,Tunnel,Holiday
3668,2018,1-3  nights,Air,Holiday
3669,2018,1-3  nights,Air,Business
3670,2018,1-3  nights,Air,VFR
3671,2018,1-3  nights,Air,Miscellaneous
3672,2018,4-7  nights,Air,Holiday
3673,2018,4-7  nights,Air,Business
3674,2018,4-7  nights,Air,VFR
3675,2018,4-7  nights,Air,Miscellaneous
3676,2018,8-14 nights,Air,Holiday
3677,2018,8-14 nights,Air,Business
3678,2018,8-14 nights,Air,VFR
3679,2018,8-14 nights,Tunnel,Holiday
3680,2018,15+  nights,Air,Holiday
3681,2018,15+  nights,Air,VFR
3682,2018,1-3  nights,Air,Holiday
3683,2018,1-3  nights,Air,Miscellaneous
3684,2018,1-3  nights,Tunnel,Holiday
3685,2018,4-7  nights,Air,Holiday
3686,2018,4-7  nights,Air,Business
3687,2018,4-7  nights,Air,VFR
3688,2018,4-7  nights,Tunnel,Holiday
3689,2018,8-14 nights,Air,Holiday
3690,2018,8-14 nights,Air,Business
3691,2018,8-14 nights,Air,VFR
3692,2018,15+  nights,Air,Holiday
3693,2018,15+  nights,Air,VFR
3694,2018,1-3  nights,Air,Holiday
3695,2018,1-3  nights,Air,Business
3696,2018,1-3  nights,Air,VFR
3697,2018,1-3  nights,Air,Miscellaneous
3698,2018,1-3  nights,Sea,Holiday
3699,2018,1-3  nights,Tunnel,Holiday
3700,2018,4-7  nights,Air,Holiday
3701,2018,4-7  nights,Air,Business
3702,2018,4-7  nights,Air,VFR
3703,2018,4-7  nights,Air,Miscellaneous
3704,2018,4-7  nights,Tunnel,Holiday
3705,2018,4-7  nights,Tunnel,VFR
3706,2018,8-14 nights,Air,Holiday
3707,2018,8-14 nights,Air,VFR
3708,2018,15+  nights,Air,Holiday
3709,2018,15+  nights,Air,VFR
3710,2018,15+  nights,Air,Study
3711,2018,15+  nights,Air,Miscellaneous
3712,2018,1-3  nights,Air,Holiday
3713,2018,1-3  nights,Air,VFR
3714,2018,1-3  nights,Tunnel,Holiday
3715,2018,1-3  nights,Tunnel,Business
3716,2018,4-7  nights,Air,Holiday
3717,2018,4-7  nights,Air,VFR
3718,2018,4-7  nights,Tunnel,Holiday
3719,2018,8-14 nights,Air,Holiday
3720,2018,15+  nights,Air,Holiday
3721,2018,15+  nights,Air,VFR
3722,2018,15+  nights,Air,Study
3723,2018,1-3  nights,Air,Holiday
3724,2018,1-3  nights,Air,Miscellaneous
3725,2018,4-7  nights,Air,Holiday
3726,2018,4-7  nights,Air,Business
3727,2018,15+  nights,Air,VFR
3728,2018,1-3  nights,Air,Holiday
3729,2018,1-3  nights,Air,Business
3730,2018,1-3  nights,Air,Miscellaneous
3731,2018,1-3  nights,Sea,Holiday
3732,2018,1-3  nights,Tunnel,Holiday
3733,2018,4-7  nights,Air,Holiday
3734,2018,4-7  nights,Air,Business
3735,2018,4-7  nights,Air,VFR
3736,2018,4-7  nights,Air,Study
3737,2018,8-14 nights,Air,Holiday
3738,2018,8-14 nights,Air,VFR
3739,2018,8-14 nights,Air,Study
3740,2018,15+  nights,Air,VFR
3741,2018,1-3  nights,Air,Holiday
3742,2018,1-3  nights,Air,Business
3743,2018,1-3  nights,Air,VFR
3744,2018,1-3  nights,Air,Miscellaneous
3745,2018,4-7  nights,Air,Holiday
3746,2018,4-7  nights,Air,Business
3747,2018,4-7  nights,Air,VFR
3748,2018,8-14 nights,Air,Holiday
3749,2018,8-14 nights,Air,Business
3750,2018,8-14 nights,Air,VFR
3751,2018,15+  nights,Air,Holiday
3752,2018,15+  nights,Air,VFR
3753,2018,1-3  nights,Air,Holiday
3754,2018,1-3  nights,Air,Business
3755,2018,1-3  nights,Air,VFR
3756,2018,1-3  nights,Air,Miscellaneous
3757,2018,1-3  nights,Sea,VFR
3758,2018,4-7  nights,Air,Holiday
3759,2018,4-7  nights,Air,Business
3760,2018,4-7  nights,Air,VFR
3761,2018,4-7  nights,Tunnel,VFR
3762,2018,8-14 nights,Air,Holiday
3763,2018,8-14 nights,Air,VFR
3764,2018,15+  nights,Air,Holiday
3765,2018,15+  nights,Air,VFR
3766,2018,1-3  nights,Air,Holiday
3767,2018,4-7  nights,Air,Holiday
3768,2018,4-7  nights,Air,Miscellaneous
3769,2018,8-14 nights,Air,Holiday
3770,2018,8-14 nights,Air,VFR
3771,2018,1-3  nights,Air,Business
3772,2018,1-3  nights,Air,VFR
3773,2018,1-3  nights,Air,Miscellaneous
3774,2018,4-7  nights,Air,Holiday
3775,2018,4-7  nights,Air,Business
3776,2018,4-7  nights,Air,VFR
3777,2018,8-14 nights,Air,Holiday
3778,2018,8-14 nights,Air,Business
3779,2018,8-14 nights,Air,VFR
3780,2018,8-14 nights,Tunnel,Holiday
3781,2018,8-14 nights,Tunnel,VFR
3782,2018,15+  nights,Air,Holiday
3783,2018,15+  nights,Air,Business
3784,2018,15+  nights,Air,VFR
3785,2018,1-3  nights,Air,Miscellaneous
3786,2018,1-3  nights,Tunnel,VFR
3787,2018,4-7  nights,Air,Holiday
3788,2018,4-7  nights,Air,Business
3789,2018,4-7  nights,Air,VFR
3790,2018,4-7  nights,Sea,Holiday
3791,2018,4-7  nights,Sea,Business
3792,2018,8-14 nights,Air,Holiday
3793,2018,8-14 nights,Air,VFR
3794,2018,15+  nights,Air,Holiday
3795,2018,1-3  nights,Air,Holiday
3796,2018,1-3  nights,Air,Business
3797,2018,1-3  nights,Air,Miscellaneous
3798,2018,1-3  nights,Tunnel,Business
3799,2018,4-7  nights,Air,Holiday
3800,2018,4-7  nights,Air,Business
3801,2018,4-7  nights,Air,Miscellaneous
3802,2018,8-14 nights,Air,Holiday
3803,2018,8-14 nights,Air,Business
3804,2018,8-14 nights,Air,VFR
3805,2018,8-14 nights,Air,Study
3806,2018,8-14 nights,Air,Miscellaneous
3807,2018,8-14 nights,Tunnel,Holiday
3808,2018,15+  nights,Air,Holiday
3809,2018,15+  nights,Air,VFR
3810,2018,15+  nights,Air,Miscellaneous
3811,2018,1-3  nights,Air,Business
3812,2018,4-7  nights,Air,Holiday
3813,2018,4-7  nights,Air,VFR
3814,2018,8-14 nights,Air,Holiday
3815,2018,15+  nights,Air,Holiday
3816,2018,15+  nights,Air,Miscellaneous
3817,2018,1-3  nights,Air,Holiday
3818,2018,1-3  nights,Air,VFR
3819,2018,1-3  nights,Air,Miscellaneous
3820,2018,4-7  nights,Air,Business
3821,2018,8-14 nights,Air,Holiday
3822,2018,8-14 nights,Air,Business
3823,2018,8-14 nights,Air,VFR
3824,2018,15+  nights,Air,Holiday
3825,2018,15+  nights,Air,Business
3826,2018,15+  nights,Air,VFR
3827,2018,1-3  nights,Air,Holiday
3828,2018,1-3  nights,Air,Business
3829,2018,1-3  nights,Air,VFR
3830,2018,1-3  nights,Air,Miscellaneous
3831,2018,1-3  nights,Tunnel,Holiday
3832,2018,4-7  nights,Air,Holiday
3833,2018,4-7  nights,Air,Business
3834,2018,4-7  nights,Air,VFR
3835,2018,4-7  nights,Tunnel,Holiday
3836,2018,8-14 nights,Air,Holiday
3837,2018,8-14 nights,Air,Business
3838,2018,8-14 nights,Air,VFR
3839,2018,8-14 nights,Air,Study
3840,2018,15+  nights,Air,Holiday
3841,2018,15+  nights,Air,Business
3842,2018,15+  nights,Air,Study
3843,2018,15+  nights,Air,Miscellaneous
3844,2018,1-3  nights,Air,Holiday
3845,2018,1-3  nights,Air,Business
3846,2018,1-3  nights,Tunnel,Holiday
3847,2018,1-3  nights,Tunnel,Business
3848,2018,4-7  nights,Air,Holiday
3849,2018,4-7  nights,Air,Business
3850,2018,4-7  nights,Air,VFR
3851,2018,4-7  nights,Tunnel,Holiday
3852,2018,8-14 nights,Air,Holiday
3853,2018,8-14 nights,Air,Business
3854,2018,8-14 nights,Tunnel,Holiday
3855,2018,15+  nights,Air,Holiday
3856,2018,15+  nights,Air,VFR
3857,2018,1-3  nights,Air,Holiday
3858,2018,1-3  nights,Air,Business
3859,2018,1-3  nights,Air,VFR
3860,2018,1-3  nights,Air,Miscellaneous
3861,2018,1-3  nights,Sea,Holiday
3862,2018,1-3  nights,Tunnel,Holiday
3863,2018,1-3  nights,Tunnel,Business
3864,2018,4-7  nights,Air,Holiday
3865,2018,4-7  nights,Air,Business
3866,2018,4-7  nights,Air,VFR
3867,2018,4-7  nights,Tunnel,Holiday
3868,2018,8-14 nights,Air,Holiday
3869,2018,8-14 nights,Air,Business
3870,2018,8-14 nights,Air,VFR
3871,2018,8-14 nights,Tunnel,Holiday
3872,2018,8-14 nights,Tunnel,VFR
3873,2018,15+  nights,Air,Holiday
3874,2018,15+  nights,Air,Business
3875,2018,15+  nights,Air,VFR
3876,2018,15+  nights,Air,Study
3877,2018,15+  nights,Air,Miscellaneous
3878,2018,15+  nights,Sea,Holiday
3879,2018,15+  nights,Tunnel,VFR
3880,2018,1-3  nights,Air,Holiday
3881,2018,1-3  nights,Air,VFR
3882,2018,4-7  nights,Air,Holiday
3883,2018,4-7  nights,Air,Business
3884,2018,4-7  nights,Air,VFR
3885,2018,8-14 nights,Air,Holiday
3886,2018,8-14 nights,Air,Business
3887,2018,8-14 nights,Air,VFR
3888,2018,8-14 nights,Tunnel,VFR
3889,2018,15+  nights,Air,VFR
3890,2018,1-3  nights,Air,Holiday
3891,2018,1-3  nights,Air,Business
3892,2018,1-3  nights,Air,VFR
3893,2018,1-3  nights,Air,Miscellaneous
3894,2018,4-7  nights,Air,Holiday
3895,2018,4-7  nights,Air,Business
3896,2018,4-7  nights,Air,VFR
3897,2018,4-7  nights,Tunnel,Business
3898,2018,8-14 nights,Air,Holiday
3899,2018,8-14 nights,Air,Business
3900,2018,8-14 nights,Air,VFR
3901,2018,15+  nights,Air,Holiday
3902,2018,15+  nights,Air,Business
3903,2018,15+  nights,Air,VFR
3904,2018,1-3  nights,Air,Holiday
3905,2018,1-3  nights,Air,Business
3906,2018,1-3  nights,Air,Miscellaneous
3907,2018,4-7  nights,Air,Holiday
3908,2018,4-7  nights,Air,Business
3909,2018,4-7  nights,Air,VFR
3910,2018,4-7  nights,Air,Miscellaneous
3911,2018,8-14 nights,Air,Holiday
3912,2018,8-14 nights,Air,VFR
3913,2018,8-14 nights,Air,Miscellaneous
3914,2018,15+  nights,Air,Holiday
3915,2018,15+  nights,Air,VFR
3916,2018,15+  nights,Air,Miscellaneous
3917,2018,4-7  nights,Air,Holiday
3918,2018,4-7  nights,Air,VFR
3919,2018,8-14 nights,Air,Holiday
3920,2018,8-14 nights,Air,Business
3921,2018,15+  nights,Air,Holiday
3922,2018,15+  nights,Air,VFR
3923,2018,1-3  nights,Air,Holiday
3924,2018,1-3  nights,Air,Miscellaneous
3925,2018,4-7  nights,Air,Holiday
3926,2018,4-7  nights,Air,VFR
3927,2018,4-7  nights,Air,Miscellaneous
3928,2018,8-14 nights,Air,Holiday
3929,2018,8-14 nights,Air,VFR
3930,2018,8-14 nights,Air,Miscellaneous
3931,2018,15+  nights,Air,Holiday
3932,2018,15+  nights,Air,Business
3933,2018,15+  nights,Air,VFR
3934,2018,15+  nights,Air,Miscellaneous
3935,2018,4-7  nights,Air,Holiday
3936,2018,8-14 nights,Air,Holiday
3937,2018,15+  nights,Air,Holiday
3938,2018,1-3  nights,Air,Business
3939,2018,4-7  nights,Air,Holiday
3940,2018,4-7  nights,Air,Business
3941,2018,4-7  nights,Air,VFR
3942,2018,8-14 nights,Air,Holiday
3943,2018,8-14 nights,Air,VFR
3944,2018,15+  nights,Air,Holiday
3945,2018,15+  nights,Air,Business
3946,2018,15+  nights,Air,VFR
3947,2018,4-7  nights,Air,Holiday
3948,2018,4-7  nights,Air,Business
3949,2018,4-7  nights,Air,VFR
3950,2018,8-14 nights,Air,Holiday
3951,2018,8-14 nights,Air,Business
3952,2018,8-14 nights,Air,VFR
